date,l1c_product_id,cloud_pct,tropomi_n_images,uvai_mean,uvai_max
2025-04-14,20250414T072641_20250414T074040_T38RPN,0.168383648362149,14,1.0465940972254224,1.0483202934270248
2025-04-24,20250424T072641_20250424T074135_T38RPN,0.0072262533966377,15,1.700650285474954,1.7290614843373506
2025-04-29,20250429T072619_20250429T073148_T38RPN,2.43933829018484,15,1.3262167342319429,1.3448434472087916
2025-05-09,20250509T072619_20250509T074216_T38RPN,0,14,2.1374667512123438,2.149193525315379
2025-05-14,20250514T072631_20250514T074042_T38RPN,0.0295320851622921,14,1.5305529175138548,1.7321314964332883
2025-05-16,20250516T073031_20250516T073441_T38RPN,0.136641882409149,14,1.7760292378113307,1.821127176285678
2025-05-24,20250524T072631_20250524T073832_T38RPN,0.0202753142823016,14,1.8057858503904243,1.901856064797375
2025-06-03,20250603T072641_20250603T073203_T38RPN,0.094628086834483,14,1.933085839073656,1.9413479566583562
2025-06-05,20250605T073031_20250605T073443_T38RPN,0.065603631043029,14,1.5384700142665608,1.5804355144499667
2025-06-08,20250608T072619_20250608T073146_T38RPN,0.140075845800113,14,1.884298804177515,1.9432228803640235
2025-06-13,20250613T072631_20250613T073202_T38RPN,0.132282241930186,14,2.1595073003557217,2.1685962677012527
